Tempo (s);Carga (g);Posicao (mm)
3,628;121,8;21,5
3,628;121,8;21,5
3,628;121,8;21,5
3,641;122,2;21,5
3,641;122,2;21,5
3,641;122,2;21,5
3,654;122,5;21,5
3,654;122,5;21,5
3,654;122,5;21,5
3,666;122,8;21,5
3,666;122,8;21,5
3,666;122,8;21,5
3,679;123,2;21,4
3,679;123,2;21,4
3,679;123,2;21,4
3,692;123,5;21,4
3,692;123,5;21,4
3,692;123,5;21,4
3,705;123,8;21,4
3,705;123,8;21,4
3,705;123,8;21,4
3,717;124,2;21,4
3,717;124,2;21,4
3,717;124,2;21,4
3,731;124,5;21,4
3,731;124,5;21,4
3,731;124,5;21,4
3,744;124,9;21,4
3,744;124,9;21,4
3,744;124,9;21,4
3,756;125,3;21,4
3,756;125,3;21,4
3,756;125,3;21,4
3,77;125,7;21,4
3,77;125,7;21,4
3,77;125,7;21,4
3,782;126,1;21,3
3,782;126,1;21,3
3,782;126,1;21,3
3,795;126,5;21,3
3,795;126,5;21,3
3,795;126,5;21,3
3,807;126,9;21,3
3,807;126,9;21,3
3,807;126,9;21,3
3,821;127,3;21,3
3,821;127,3;21,3
3,821;127,3;21,3
3,833;127,7;21,3
3,833;127,7;21,3
3,833;127,7;21,3
3,846;128,1;21,3
3,846;128,1;21,3
3,846;128,1;21,3
3,859;128,5;21,3
3,859;128,5;21,3
3,859;128,5;21,3
3,872;128,9;21,3
3,872;128,9;21,3
3,872;128,9;21,3
3,885;129,3;21,2
3,885;129,3;21,2
3,885;129,3;21,2
3,898;129,6;21,2
3,898;129,6;21,2
3,898;129,6;21,2
3,911;130;21,2
3,911;130;21,2
3,911;130;21,2
3,923;130,3;21,2
3,923;130,3;21,2
3,923;130,3;21,2
3,936;130,7;21,2
3,936;130,7;21,2
3,936;130,7;21,2
3,949;131;21,2
3,949;131;21,2
3,949;131;21,2
3,962;131,3;21,2
3,962;131,3;21,2
3,962;131,3;21,2
3,974;131,6;21,1
3,974;131,6;21,1
3,974;131,6;21,1
3,988;131,9;21,1
3,988;131,9;21,1
3,988;131,9;21,1
4;132,2;21,1
4;132,2;21,1
4;132,2;21,1
4,013;132,5;21,1
4,013;132,5;21,1
4,013;132,5;21,1
4,027;132,8;21,1
