Tempo (s);Carga (g);Posicao (mm)
3,081;49,1;20,4
3,081;49,1;20,4
3,095;47,2;20,5
3,095;47,2;20,5
3,095;47,2;20,5
3,108;45,4;20,5
3,108;45,4;20,5
3,108;45,4;20,5
3,121;43,5;20,6
3,121;43,5;20,6
3,121;43,5;20,6
3,135;41,7;20,6
3,135;41,7;20,6
3,135;41,7;20,6
3,148;40;20,7
3,148;40;20,7
3,148;40;20,7
3,161;38,3;20,8
3,161;38,3;20,8
3,161;38,3;20,8
3,175;36,6;20,8
3,175;36,6;20,8
3,175;36,6;20,8
3,187;35;20,9
3,187;35;20,9
3,187;35;20,9
3,2;33,3;21
3,2;33,3;21
3,2;33,3;21
3,214;31,7;21
3,214;31,7;21
3,214;31,7;21
3,227;30,2;21,1
3,227;30,2;21,1
3,227;30,2;21,1
3,241;28,6;21,2
3,241;28,6;21,2
3,241;28,6;21,2
3,253;27,2;21,2
3,253;27,2;21,2
3,253;27,2;21,2
3,267;25,7;21,3
3,267;25,7;21,3
3,267;25,7;21,3
3,28;24,3;21,4
3,28;24,3;21,4
3,28;24,3;21,4
3,293;23;21,4
3,293;23;21,4
3,293;23;21,4
3,307;21,7;21,5
3,307;21,7;21,5
3,307;21,7;21,5
3,32;20,5;21,6
3,32;20,5;21,6
3,32;20,5;21,6
3,333;19,3;21,6
3,333;19,3;21,6
3,333;19,3;21,6
3,346;18,2;21,7
3,346;18,2;21,7
3,346;18,2;21,7
3,359;17,1;21,8
3,359;17,1;21,8
3,359;17,1;21,8
3,372;16;21,8
3,372;16;21,8
3,372;16;21,8
3,387;15;21,9
3,387;15;21,9
3,387;15;21,9
3,4;14;22
3,4;14;22
3,4;14;22
3,412;13,1;22
3,412;13,1;22
3,412;13,1;22
3,426;12,2;22,1
3,426;12,2;22,1
3,426;12,2;22,1
3,439;11,3;22,2
3,439;11,3;22,2
3,439;11,3;22,2
3,452;10,5;22,2
3,452;10,5;22,2
3,452;10,5;22,2
3,465;9,7;22,3
3,465;9,7;22,3
3,465;9,7;22,3
3,479;9;22,3
3,479;9;22,3
3,479;9;22,3
3,492;8,2;22,4
3,492;8,2;22,4
3,492;8,2;22,4
3,504;7,5;22,5
3,504;7,5;22,5
3,504;7,5;22,5
3,518;6,8;22,5
3,518;6,8;22,5
3,518;6,8;22,5
3,532;6,2;22,6
3,532;6,2;22,6
3,532;6,2;22,6
3,545;5,6;22,7
3,545;5,6;22,7
3,545;5,6;22,7
3,559;5;22,7
3,559;5;22,7
3,559;5;22,7
3,571;4,4;22,8
3,571;4,4;22,8
3,571;4,4;22,8
3,584;3,9;22,9
3,584;3,9;22,9
3,584;3,9;22,9
3,598;3,5;22,9
3,598;3,5;22,9
3,598;3,5;22,9
3,611;3,1;23
3,611;3,1;23
3,611;3,1;23
3,624;2,7;23,1
3,624;2,7;23,1
3,624;2,7;23,1
3,637;2,3;23,1
3,637;2,3;23,1
3,637;2,3;23,1
3,651;2;23,2
3,651;2;23,2
3,651;2;23,2
3,663;1,7;23,3
